STATION,NAME,LATITUDE,LONGITUDE,year,HTDD,state
USC00312732,"ELIZABETHTOWN, NC US",34.627201,-78.611298,2012,2260,NC
USC00312732,"ELIZABETHTOWN, NC US",34.627201,-78.611298,2013,,NC
USC00312732,"ELIZABETHTOWN, NC US",34.627201,-78.611298,2014,3237,NC
USC00312732,"ELIZABETHTOWN, NC US",34.627201,-78.611298,2015,,NC
USC00312732,"ELIZABETHTOWN, NC US",34.627201,-78.611298,2016,,NC
USC00312732,"ELIZABETHTOWN, NC US",34.627201,-78.611298,2017,,NC
USC00312732,"ELIZABETHTOWN, NC US",34.627201,-78.611298,2018,,NC
USC00312740,"ELKIN, NC US",36.25465,-80.86396,2010,,NC
USC00312740,"ELKIN, NC US",36.25465,-80.86396,2011,,NC
USC00312740,"ELKIN, NC US",36.25465,-80.86396,2012,3486,NC
USC00312740,"ELKIN, NC US",36.25465,-80.86396,2013,4252,NC
USC00312740,"ELKIN, NC US",36.25465,-80.86396,2014,,NC
USC00312740,"ELKIN, NC US",36.25465,-80.86396,2015,4408,NC
USC00312740,"ELKIN, NC US",36.25465,-80.86396,2016,,NC
USC00312740,"ELKIN, NC US",36.25465,-80.86396,2017,3316,NC
USC00312740,"ELKIN, NC US",36.25465,-80.86396,2018,4196,NC
USC00312740,"ELKIN, NC US",36.25465,-80.86396,2019,4055,NC
USC00312740,"ELKIN, NC US",36.25465,-80.86396,2020,,NC
USC00312740,"ELKIN, NC US",36.25465,-80.86396,2021,,NC
USC00312837,"ENKA, NC US",35.540901,-82.653503,2010,4439,NC
USC00312837,"ENKA, NC US",35.540901,-82.653503,2011,4321,NC
USC00312837,"ENKA, NC US",35.540901,-82.653503,2012,,NC
USC00312837,"ENKA, NC US",35.540901,-82.653503,2013,4282,NC
USC00312837,"ENKA, NC US",35.540901,-82.653503,2014,4655,NC
USC00312837,"ENKA, NC US",35.540901,-82.653503,2015,4370,NC
USC00312837,"ENKA, NC US",35.540901,-82.653503,2016,3789,NC
USC00312837,"ENKA, NC US",35.540901,-82.653503,2017,3510,NC
USC00312837,"ENKA, NC US",35.540901,-82.653503,2018,4299,NC
USC00312837,"ENKA, NC US",35.540901,-82.653503,2019,4008,NC
USC00312837,"ENKA, NC US",35.540901,-82.653503,2020,3909,NC
USC00312837,"ENKA, NC US",35.540901,-82.653503,2021,4165,NC
USC00312940,"FAIRFIELD, NC US",35.536098,-76.312103,2010,,NC
USC00312940,"FAIRFIELD, NC US",35.536098,-76.312103,2012,,NC
USC00312940,"FAIRFIELD, NC US",35.536098,-76.312103,2013,3449,NC
USC00312940,"FAIRFIELD, NC US",35.536098,-76.312103,2019,,NC
USC00312940,"FAIRFIELD, NC US",35.536098,-76.312103,2020,,NC
USC00312993,"FALLS LAKE, NC US",35.980801,-78.652901,2010,,NC
USC00312993,"FALLS LAKE, NC US",35.980801,-78.652901,2011,3799,NC
USC00312993,"FALLS LAKE, NC US",35.980801,-78.652901,2012,2959,NC
USC00312993,"FALLS LAKE, NC US",35.980801,-78.652901,2013,3753,NC
USC00312993,"FALLS LAKE, NC US",35.980801,-78.652901,2015,4064,NC
USC00312993,"FALLS LAKE, NC US",35.980801,-78.652901,2016,3244,NC
USC00312993,"FALLS LAKE, NC US",35.980801,-78.652901,2017,3169,NC
USC00312993,"FALLS LAKE, NC US",35.980801,-78.652901,2018,3816,NC
USC00312993,"FALLS LAKE, NC US",35.980801,-78.652901,2019,3561,NC
USC00312993,"FALLS LAKE, NC US",35.980801,-78.652901,2020,,NC
USC00312993,"FALLS LAKE, NC US",35.980801,-78.652901,2021,3482,NC
USC00313017,"FAYETTEVILLE PWC, NC US",35.05909,-78.858833,2010,,NC
USC00313017,"FAYETTEVILLE PWC, NC US",35.05909,-78.858833,2011,,NC
USC00313017,"FAYETTEVILLE PWC, NC US",35.05909,-78.858833,2012,,NC
USC00313017,"FAYETTEVILLE PWC, NC US",35.05909,-78.858833,2013,3111,NC
USC00313017,"FAYETTEVILLE PWC, NC US",35.05909,-78.858833,2014,,NC
USC00313017,"FAYETTEVILLE PWC, NC US",35.05909,-78.858833,2015,3286,NC
USC00313017,"FAYETTEVILLE PWC, NC US",35.05909,-78.858833,2016,,NC
USC00313017,"FAYETTEVILLE PWC, NC US",35.05909,-78.858833,2017,2454,NC
USC00313017,"FAYETTEVILLE PWC, NC US",35.05909,-78.858833,2018,3044,NC
USC00313017,"FAYETTEVILLE PWC, NC US",35.05909,-78.858833,2019,2636,NC
USC00313017,"FAYETTEVILLE PWC, NC US",35.05909,-78.858833,2020,,NC
USC00313017,"FAYETTEVILLE PWC, NC US",35.05909,-78.858833,2021,2649,NC
USC00313072,"FLAT SPRINGS 1 E, NC US",36.25251,-81.913521,2010,5586,NC
USC00313072,"FLAT SPRINGS 1 E, NC US",36.25251,-81.913521,2011,5386,NC
USC00313072,"FLAT SPRINGS 1 E, NC US",36.25251,-81.913521,2012,4488,NC
USC00313072,"FLAT SPRINGS 1 E, NC US",36.25251,-81.913521,2013,5495,NC
USC00313072,"FLAT SPRINGS 1 E, NC US",36.25251,-81.913521,2014,5421,NC
USC00313072,"FLAT SPRINGS 1 E, NC US",36.25251,-81.913521,2015,5331,NC
USC00313072,"FLAT SPRINGS 1 E, NC US",36.25251,-81.913521,2016,4492,NC
USC00313072,"FLAT SPRINGS 1 E, NC US",36.25251,-81.913521,2017,4142,NC
USC00313072,"FLAT SPRINGS 1 E, NC US",36.25251,-81.913521,2018,4917,NC
USC00313072,"FLAT SPRINGS 1 E, NC US",36.25251,-81.913521,2019,4822,NC
USC00313072,"FLAT SPRINGS 1 E, NC US",36.25251,-81.913521,2020,4780,NC
USC00313072,"FLAT SPRINGS 1 E, NC US",36.25251,-81.913521,2021,4974,NC
USC00313106,"FLETCHER 3 W, NC US",35.426701,-82.556999,2010,4685,NC
USC00313106,"FLETCHER 3 W, NC US",35.426701,-82.556999,2011,4590,NC
USC00313106,"FLETCHER 3 W, NC US",35.426701,-82.556999,2012,3709,NC
USC00313106,"FLETCHER 3 W, NC US",35.426701,-82.556999,2013,4452,NC
USC00313106,"FLETCHER 3 W, NC US",35.426701,-82.556999,2014,4644,NC
USC00313106,"FLETCHER 3 W, NC US",35.426701,-82.556999,2015,,NC
USC00313106,"FLETCHER 3 W, NC US",35.426701,-82.556999,2016,3872,NC
USC00313106,"FLETCHER 3 W, NC US",35.426701,-82.556999,2017,3621,NC
USC00313106,"FLETCHER 3 W, NC US",35.426701,-82.556999,2018,4317,NC
USC00313106,"FLETCHER 3 W, NC US",35.426701,-82.556999,2019,4071,NC
USC00313106,"FLETCHER 3 W, NC US",35.426701,-82.556999,2021,4350,NC
USC00313152,"FOREST CITY 8 W, NC US",35.3125,-81.989098,2010,4163,NC
USC00313152,"FOREST CITY 8 W, NC US",35.3125,-81.989098,2011,3832,NC
USC00313152,"FOREST CITY 8 W, NC US",35.3125,-81.989098,2012,3272,NC
USC00313152,"FOREST CITY 8 W, NC US",35.3125,-81.989098,2013,3932,NC
USC00313152,"FOREST CITY 8 W, NC US",35.3125,-81.989098,2014,4151,NC
USC00313152,"FOREST CITY 8 W, NC US",35.3125,-81.989098,2015,3860,NC
USC00313152,"FOREST CITY 8 W, NC US",35.3125,-81.989098,2016,3336,NC
USC00313152,"FOREST CITY 8 W, NC US",35.3125,-81.989098,2017,2974,NC
USC00313152,"FOREST CITY 8 W, NC US",35.3125,-81.989098,2018,3656,NC
USC00313152,"FOREST CITY 8 W, NC US",35.3125,-81.989098,2019,3469,NC
USC00313152,"FOREST CITY 8 W, NC US",35.3125,-81.989098,2020,3295,NC
USC00313152,"FOREST CITY 8 W, NC US",35.3125,-81.989098,2021,3491,NC
USC00313238,"GARNER, NC US",35.670799,-78.660797,2011,,NC
USC00313238,"GARNER, NC US",35.670799,-78.660797,2012,3109,NC
USC00313238,"GARNER, NC US",35.670799,-78.660797,2013,3907,NC
USC00313238,"GARNER, NC US",35.670799,-78.660797,2014,3894,NC
USC00313238,"GARNER, NC US",35.670799,-78.660797,2015,4019,NC
USC00313238,"GARNER, NC US",35.670799,-78.660797,2016,3143,NC
USC00313238,"GARNER, NC US",35.670799,-78.660797,2017,3109,NC
USC00313238,"GARNER, NC US",35.670799,-78.660797,2018,3806,NC
USC00313238,"GARNER, NC US",35.670799,-78.660797,2019,3481,NC
USC00313238,"GARNER, NC US",35.670799,-78.660797,2020,2954,NC
USC00313238,"GARNER, NC US",35.670799,-78.660797,2021,3270,NC
USC00313356,"GASTONIA, NC US",35.267101,-81.1436,2010,3553,NC
USC00313356,"GASTONIA, NC US",35.267101,-81.1436,2011,3499,NC
USC00313356,"GASTONIA, NC US",35.267101,-81.1436,2012,2574,NC
USC00313356,"GASTONIA, NC US",35.267101,-81.1436,2013,3136,NC
USC00313356,"GASTONIA, NC US",35.267101,-81.1436,2014,3543,NC
USC00313356,"GASTONIA, NC US",35.267101,-81.1436,2015,3390,NC
USC00313356,"GASTONIA, NC US",35.267101,-81.1436,2016,2731,NC
USC00313356,"GASTONIA, NC US",35.267101,-81.1436,2017,2408,NC
USC00313356,"GASTONIA, NC US",35.267101,-81.1436,2018,3085,NC
USC00313356,"GASTONIA, NC US",35.267101,-81.1436,2019,2909,NC
USC00313356,"GASTONIA, NC US",35.267101,-81.1436,2020,2697,NC
USC00313356,"GASTONIA, NC US",35.267101,-81.1436,2021,2927,NC
USC00313503,"GOLDSBORO AG 1 N, NC US",35.424332,-77.99881,2011,,NC
USC00313503,"GOLDSBORO AG 1 N, NC US",35.424332,-77.99881,2012,2720,NC
USC00313503,"GOLDSBORO AG 1 N, NC US",35.424332,-77.99881,2013,3471,NC
USC00313503,"GOLDSBORO AG 1 N, NC US",35.424332,-77.99881,2014,3597,NC
USC00313503,"GOLDSBORO AG 1 N, NC US",35.424332,-77.99881,2015,3556,NC
USC00313503,"GOLDSBORO AG 1 N, NC US",35.424332,-77.99881,2016,2667,NC
USC00313503,"GOLDSBORO AG 1 N, NC US",35.424332,-77.99881,2017,2700,NC
USC00313503,"GOLDSBORO AG 1 N, NC US",35.424332,-77.99881,2018,3359,NC
USC00313503,"GOLDSBORO AG 1 N, NC US",35.424332,-77.99881,2019,2903,NC
USC00313503,"GOLDSBORO AG 1 N, NC US",35.424332,-77.99881,2020,2809,NC
USC00313503,"GOLDSBORO AG 1 N, NC US",35.424332,-77.99881,2021,,NC
USC00313565,"GRANDFATHER MOUNTAIN, NC US",36.096298,-81.8311,2010,,NC
USC00313565,"GRANDFATHER MOUNTAIN, NC US",36.096298,-81.8311,2011,,NC
USC00313565,"GRANDFATHER MOUNTAIN, NC US",36.096298,-81.8311,2012,5637,NC
USC00313565,"GRANDFATHER MOUNTAIN, NC US",36.096298,-81.8311,2013,,NC
USC00313565,"GRANDFATHER MOUNTAIN, NC US",36.096298,-81.8311,2014,,NC
USC00313565,"GRANDFATHER MOUNTAIN, NC US",36.096298,-81.8311,2015,,NC
USC00313565,"GRANDFATHER MOUNTAIN, NC US",36.096298,-81.8311,2016,,NC
USC00313565,"GRANDFATHER MOUNTAIN, NC US",36.096298,-81.8311,2017,5587,NC
USC00313565,"GRANDFATHER MOUNTAIN, NC US",36.096298,-81.8311,2018,6572,NC
USC00313565,"GRANDFATHER MOUNTAIN, NC US",36.096298,-81.8311,2019,6103,NC
USC00313565,"GRANDFATHER MOUNTAIN, NC US",36.096298,-81.8311,2020,6038,NC
USC00313565,"GRANDFATHER MOUNTAIN, NC US",36.096298,-81.8311,2021,6369,NC
USC00313566,"GRANDFATHER MOUNTAIN MUSEUM, NC US",36.08952,-81.835648,2019,,NC
USC00313566,"GRANDFATHER MOUNTAIN MUSEUM, NC US",36.08952,-81.835648,2020,5496,NC
USC00313566,"GRANDFATHER MOUNTAIN MUSEUM, NC US",36.08952,-81.835648,2021,5686,NC
USC00313625,"GREENSBORO WTP, NC US",36.083172,-79.804466,2010,3551,NC
USC00313625,"GREENSBORO WTP, NC US",36.083172,-79.804466,2011,,NC
USC00313625,"GREENSBORO WTP, NC US",36.083172,-79.804466,2012,,NC
USC00313625,"GREENSBORO WTP, NC US",36.083172,-79.804466,2013,3611,NC
USC00313625,"GREENSBORO WTP, NC US",36.083172,-79.804466,2015,3661,NC
USC00313625,"GREENSBORO WTP, NC US",36.083172,-79.804466,2016,2898,NC
USC00313625,"GREENSBORO WTP, NC US",36.083172,-79.804466,2017,2596,NC
USC00313625,"GREENSBORO WTP, NC US",36.083172,-79.804466,2019,,NC
USC00313625,"GREENSBORO WTP, NC US",36.083172,-79.804466,2020,3107,NC
USC00313625,"GREENSBORO WTP, NC US",36.083172,-79.804466,2021,3413,NC
USC00313638,"GREENVILLE, NC US",35.639999,-77.398399,2010,3150,NC
USC00313638,"GREENVILLE, NC US",35.639999,-77.398399,2011,3320,NC
USC00313638,"GREENVILLE, NC US",35.639999,-77.398399,2012,2416,NC
USC00313638,"GREENVILLE, NC US",35.639999,-77.398399,2013,3118,NC
USC00313638,"GREENVILLE, NC US",35.639999,-77.398399,2014,3174,NC
USC00313638,"GREENVILLE, NC US",35.639999,-77.398399,2015,3284,NC
USC00313638,"GREENVILLE, NC US",35.639999,-77.398399,2016,2358,NC
USC00313638,"GREENVILLE, NC US",35.639999,-77.398399,2017,2422,NC
USC00313638,"GREENVILLE, NC US",35.639999,-77.398399,2018,3063,NC
USC00313638,"GREENVILLE, NC US",35.639999,-77.398399,2019,2696,NC
USC00313638,"GREENVILLE, NC US",35.639999,-77.398399,2020,2445,NC
USC00313638,"GREENVILLE, NC US",35.639999,-77.398399,2021,2704,NC
USC00313784,"HAMLET, NC US",34.886341,-79.692383,2010,3351,NC
USC00313784,"HAMLET, NC US",34.886341,-79.692383,2011,3318,NC
USC00313784,"HAMLET, NC US",34.886341,-79.692383,2012,2355,NC
USC00313784,"HAMLET, NC US",34.886341,-79.692383,2013,2982,NC
USC00313784,"HAMLET, NC US",34.886341,-79.692383,2014,3131,NC
USC00313784,"HAMLET, NC US",34.886341,-79.692383,2015,3127,NC
USC00313784,"HAMLET, NC US",34.886341,-79.692383,2016,2321,NC
USC00313784,"HAMLET, NC US",34.886341,-79.692383,2017,2242,NC
USC00313784,"HAMLET, NC US",34.886341,-79.692383,2018,2884,NC
USC00313784,"HAMLET, NC US",34.886341,-79.692383,2019,2619,NC
USC00313784,"HAMLET, NC US",34.886341,-79.692383,2020,,NC
USC00313784,"HAMLET, NC US",34.886341,-79.692383,2021,2736,NC
USC00313919,"HAW RIVER 1 E, NC US",36.063969,-79.369293,2010,,NC
USC00313919,"HAW RIVER 1 E, NC US",36.063969,-79.369293,2011,,NC
USC00313919,"HAW RIVER 1 E, NC US",36.063969,-79.369293,2012,,NC
USC00313919,"HAW RIVER 1 E, NC US",36.063969,-79.369293,2013,3644,NC
USC00313919,"HAW RIVER 1 E, NC US",36.063969,-79.369293,2016,,NC
USC00313919,"HAW RIVER 1 E, NC US",36.063969,-79.369293,2017,2929,NC
USC00313919,"HAW RIVER 1 E, NC US",36.063969,-79.369293,2018,3464,NC
USC00313969,"HENDERSON 2 NNW, NC US",36.348801,-78.411926,2010,4167,NC
USC00313969,"HENDERSON 2 NNW, NC US",36.348801,-78.411926,2011,,NC
USC00313969,"HENDERSON 2 NNW, NC US",36.348801,-78.411926,2012,3264,NC
USC00313969,"HENDERSON 2 NNW, NC US",36.348801,-78.411926,2013,4152,NC
USC00313969,"HENDERSON 2 NNW, NC US",36.348801,-78.411926,2014,4356,NC
USC00313969,"HENDERSON 2 NNW, NC US",36.348801,-78.411926,2015,4322,NC
USC00313969,"HENDERSON 2 NNW, NC US",36.348801,-78.411926,2016,,NC
USC00313969,"HENDERSON 2 NNW, NC US",36.348801,-78.411926,2017,3165,NC
USC00313969,"HENDERSON 2 NNW, NC US",36.348801,-78.411926,2018,3953,NC
USC00313969,"HENDERSON 2 NNW, NC US",36.348801,-78.411926,2019,,NC
USC00313969,"HENDERSON 2 NNW, NC US",36.348801,-78.411926,2020,,NC
USC00313969,"HENDERSON 2 NNW, NC US",36.348801,-78.411926,2021,,NC
USC00313971,"HENDERSON 4 NNE, NC US",36.36451,-78.388428,2015,3392,NC
USC00313971,"HENDERSON 4 NNE, NC US",36.36451,-78.388428,2016,,NC
USC00313971,"HENDERSON 4 NNE, NC US",36.36451,-78.388428,2017,,NC
USC00313971,"HENDERSON 4 NNE, NC US",36.36451,-78.388428,2018,,NC
USC00313971,"HENDERSON 4 NNE, NC US",36.36451,-78.388428,2019,3166,NC
USC00313971,"HENDERSON 4 NNE, NC US",36.36451,-78.388428,2020,2787,NC
USC00313971,"HENDERSON 4 NNE, NC US",36.36451,-78.388428,2021,3165,NC
USC00313976,"HENDERSONVILLE 1 NE, NC US",35.3297,-82.449097,2010,,NC
USC00313976,"HENDERSONVILLE 1 NE, NC US",35.3297,-82.449097,2011,,NC
USC00313976,"HENDERSONVILLE 1 NE, NC US",35.3297,-82.449097,2012,,NC
USC00313976,"HENDERSONVILLE 1 NE, NC US",35.3297,-82.449097,2013,4213,NC
USC00313976,"HENDERSONVILLE 1 NE, NC US",35.3297,-82.449097,2014,4607,NC
USC00313976,"HENDERSONVILLE 1 NE, NC US",35.3297,-82.449097,2015,4219,NC
USC00313976,"HENDERSONVILLE 1 NE, NC US",35.3297,-82.449097,2016,3801,NC
USC00313976,"HENDERSONVILLE 1 NE, NC US",35.3297,-82.449097,2017,3489,NC
USC00313976,"HENDERSONVILLE 1 NE, NC US",35.3297,-82.449097,2018,4297,NC
USC00313976,"HENDERSONVILLE 1 NE, NC US",35.3297,-82.449097,2019,4060,NC
USC00313976,"HENDERSONVILLE 1 NE, NC US",35.3297,-82.449097,2020,3971,NC
USC00313976,"HENDERSONVILLE 1 NE, NC US",35.3297,-82.449097,2021,4219,NC
USC00314063,"HIGH POINT, NC US",35.96743,-79.970863,2010,3431,NC
USC00314063,"HIGH POINT, NC US",35.96743,-79.970863,2011,3363,NC
USC00314063,"HIGH POINT, NC US",35.96743,-79.970863,2012,,NC
USC00314063,"HIGH POINT, NC US",35.96743,-79.970863,2013,3320,NC
USC00314063,"HIGH POINT, NC US",35.96743,-79.970863,2014,,NC
USC00314063,"HIGH POINT, NC US",35.96743,-79.970863,2015,3384,NC
USC00314063,"HIGH POINT, NC US",35.96743,-79.970863,2016,2681,NC
USC00314063,"HIGH POINT, NC US",35.96743,-79.970863,2017,,NC
USC00314063,"HIGH POINT, NC US",35.96743,-79.970863,2018,3207,NC
USC00314063,"HIGH POINT, NC US",35.96743,-79.970863,2019,3092,NC
USC00314063,"HIGH POINT, NC US",35.96743,-79.970863,2020,,NC
USC00314063,"HIGH POINT, NC US",35.96743,-79.970863,2021,3095,NC
USC00314144,"HOFMANN FOREST, NC US",34.835831,-77.303062,2010,3367,NC
USC00314260,"HOT SPRINGS, NC US",35.895359,-82.831299,2010,,NC
USC00314260,"HOT SPRINGS, NC US",35.895359,-82.831299,2011,,NC
USC00314260,"HOT SPRINGS, NC US",35.895359,-82.831299,2012,,NC
USC00314260,"HOT SPRINGS, NC US",35.895359,-82.831299,2013,,NC
USC00314260,"HOT SPRINGS, NC US",35.895359,-82.831299,2014,4102,NC
USC00314260,"HOT SPRINGS, NC US",35.895359,-82.831299,2015,,NC
USC00314260,"HOT SPRINGS, NC US",35.895359,-82.831299,2016,,NC
USC00314260,"HOT SPRINGS, NC US",35.895359,-82.831299,2017,3040,NC
USC00314260,"HOT SPRINGS, NC US",35.895359,-82.831299,2018,3788,NC
USC00314260,"HOT SPRINGS, NC US",35.895359,-82.831299,2019,3523,NC
USC00314260,"HOT SPRINGS, NC US",35.895359,-82.831299,2020,3455,NC
USC00314260,"HOT SPRINGS, NC US",35.895359,-82.831299,2021,3618,NC
USC00314456,"JACKSON, NC US",36.396519,-77.423973,2010,,NC
USC00314456,"JACKSON, NC US",36.396519,-77.423973,2011,3972,NC
USC00314456,"JACKSON, NC US",36.396519,-77.423973,2012,3096,NC
USC00314456,"JACKSON, NC US",36.396519,-77.423973,2013,3984,NC
USC00314456,"JACKSON, NC US",36.396519,-77.423973,2014,4076,NC
USC00314456,"JACKSON, NC US",36.396519,-77.423973,2015,4102,NC
USC00314456,"JACKSON, NC US",36.396519,-77.423973,2017,3177,NC
USC00314456,"JACKSON, NC US",36.396519,-77.423973,2018,3841,NC
USC00314456,"JACKSON, NC US",36.396519,-77.423973,2019,3468,NC
USC00314456,"JACKSON, NC US",36.396519,-77.423973,2020,3318,NC
USC00314456,"JACKSON, NC US",36.396519,-77.423973,2021,3531,NC
USC00314464,"JACKSON SPRINGS 5 WNW, NC US",35.183552,-79.677361,2010,3579,NC
USC00314464,"JACKSON SPRINGS 5 WNW, NC US",35.183552,-79.677361,2011,3577,NC
USC00314464,"JACKSON SPRINGS 5 WNW, NC US",35.183552,-79.677361,2013,3362,NC
USC00314464,"JACKSON SPRINGS 5 WNW, NC US",35.183552,-79.677361,2014,3400,NC
USC00314464,"JACKSON SPRINGS 5 WNW, NC US",35.183552,-79.677361,2015,3211,NC
USC00314464,"JACKSON SPRINGS 5 WNW, NC US",35.183552,-79.677361,2016,2445,NC
USC00314464,"JACKSON SPRINGS 5 WNW, NC US",35.183552,-79.677361,2017,2465,NC
USC00314464,"JACKSON SPRINGS 5 WNW, NC US",35.183552,-79.677361,2018,3058,NC
USC00314464,"JACKSON SPRINGS 5 WNW, NC US",35.183552,-79.677361,2019,2868,NC
USC00314464,"JACKSON SPRINGS 5 WNW, NC US",35.183552,-79.677361,2020,2660,NC
USC00314464,"JACKSON SPRINGS 5 WNW, NC US",35.183552,-79.677361,2021,2897,NC
USC00314471,"JACKSONVILLE EOC, NC US",34.796501,-77.401001,2010,2849,NC
USC00314471,"JACKSONVILLE EOC, NC US",34.796501,-77.401001,2011,,NC
USC00314471,"JACKSONVILLE EOC, NC US",34.796501,-77.401001,2012,,NC
USC00314471,"JACKSONVILLE EOC, NC US",34.796501,-77.401001,2013,,NC
USC00314471,"JACKSONVILLE EOC, NC US",34.796501,-77.401001,2014,,NC
USC00314471,"JACKSONVILLE EOC, NC US",34.796501,-77.401001,2015,2900,NC
USC00314471,"JACKSONVILLE EOC, NC US",34.796501,-77.401001,2016,,NC
USC00314471,"JACKSONVILLE EOC, NC US",34.796501,-77.401001,2017,,NC
USC00314471,"JACKSONVILLE EOC, NC US",34.796501,-77.401001,2018,2785,NC
USC00314471,"JACKSONVILLE EOC, NC US",34.796501,-77.401001,2019,2263,NC
USC00314471,"JACKSONVILLE EOC, NC US",34.796501,-77.401001,2020,,NC
USC00314471,"JACKSONVILLE EOC, NC US",34.796501,-77.401001,2021,,NC
USC00314496,"JEFFERSON 2 E, NC US",36.417469,-81.429642,2010,5786,NC
USC00314496,"JEFFERSON 2 E, NC US",36.417469,-81.429642,2011,5684,NC
USC00314496,"JEFFERSON 2 E, NC US",36.417469,-81.429642,2012,4884,NC
USC00314496,"JEFFERSON 2 E, NC US",36.417469,-81.429642,2013,,NC
USC00314496,"JEFFERSON 2 E, NC US",36.417469,-81.429642,2014,5536,NC
USC00314496,"JEFFERSON 2 E, NC US",36.417469,-81.429642,2015,5512,NC
USC00314496,"JEFFERSON 2 E, NC US",36.417469,-81.429642,2016,5004,NC
USC00314496,"JEFFERSON 2 E, NC US",36.417469,-81.429642,2017,4641,NC
USC00314496,"JEFFERSON 2 E, NC US",36.417469,-81.429642,2018,5393,NC
USC00314496,"JEFFERSON 2 E, NC US",36.417469,-81.429642,2019,5097,NC
USC00314496,"JEFFERSON 2 E, NC US",36.417469,-81.429642,2020,5055,NC
USC00314496,"JEFFERSON 2 E, NC US",36.417469,-81.429642,2021,,NC
USC00314684,"KINSTON 7 SE, NC US",35.196701,-77.543198,2010,3447,NC
USC00314684,"KINSTON 7 SE, NC US",35.196701,-77.543198,2011,3507,NC
USC00314684,"KINSTON 7 SE, NC US",35.196701,-77.543198,2012,,NC
USC00314684,"KINSTON 7 SE, NC US",35.196701,-77.543198,2013,3289,NC
USC00314684,"KINSTON 7 SE, NC US",35.196701,-77.543198,2014,3406,NC
USC00314684,"KINSTON 7 SE, NC US",35.196701,-77.543198,2015,3478,NC
USC00314684,"KINSTON 7 SE, NC US",35.196701,-77.543198,2016,2555,NC
USC00314684,"KINSTON 7 SE, NC US",35.196701,-77.543198,2017,2654,NC
USC00314689,"KINSTON AG RESEARCH, NC US",35.297501,-77.572197,2010,2717,NC
USC00314689,"KINSTON AG RESEARCH, NC US",35.297501,-77.572197,2011,2797,NC
USC00314689,"KINSTON AG RESEARCH, NC US",35.297501,-77.572197,2012,1969,NC
USC00314689,"KINSTON AG RESEARCH, NC US",35.297501,-77.572197,2013,2670,NC
USC00314689,"KINSTON AG RESEARCH, NC US",35.297501,-77.572197,2014,,NC
USC00314689,"KINSTON AG RESEARCH, NC US",35.297501,-77.572197,2016,1991,NC
USC00314689,"KINSTON AG RESEARCH, NC US",35.297501,-77.572197,2017,1951,NC
USC00314689,"KINSTON AG RESEARCH, NC US",35.297501,-77.572197,2018,2603,NC
USC00314689,"KINSTON AG RESEARCH, NC US",35.297501,-77.572197,2019,2398,NC
USC00314689,"KINSTON AG RESEARCH, NC US",35.297501,-77.572197,2020,2560,NC
USC00314689,"KINSTON AG RESEARCH, NC US",35.297501,-77.572197,2021,2810,NC
USC00314764,"LAKE LURE 2, NC US",35.42041,-82.187531,2010,,NC
USC00314764,"LAKE LURE 2, NC US",35.42041,-82.187531,2012,,NC
USC00314764,"LAKE LURE 2, NC US",35.42041,-82.187531,2013,,NC
USC00314764,"LAKE LURE 2, NC US",35.42041,-82.187531,2014,,NC
USC00314764,"LAKE LURE 2, NC US",35.42041,-82.187531,2015,,NC
USC00314764,"LAKE LURE 2, NC US",35.42041,-82.187531,2016,3143,NC
USC00314764,"LAKE LURE 2, NC US",35.42041,-82.187531,2017,2874,NC
USC00314764,"LAKE LURE 2, NC US",35.42041,-82.187531,2018,3555,NC
USC00314764,"LAKE LURE 2, NC US",35.42041,-82.187531,2019,3408,NC
USC00314764,"LAKE LURE 2, NC US",35.42041,-82.187531,2020,3236,NC
USC00314764,"LAKE LURE 2, NC US",35.42041,-82.187531,2021,3323,NC
USC00314860,"LAURINBURG, NC US",34.750198,-79.466278,2010,3249,NC
USC00314860,"LAURINBURG, NC US",34.750198,-79.466278,2011,,NC
USC00314860,"LAURINBURG, NC US",34.750198,-79.466278,2012,2462,NC
USC00314860,"LAURINBURG, NC US",34.750198,-79.466278,2013,,NC
USC00314860,"LAURINBURG, NC US",34.750198,-79.466278,2014,,NC
USC00314860,"LAURINBURG, NC US",34.750198,-79.466278,2015,3163,NC
USC00314860,"LAURINBURG, NC US",34.750198,-79.466278,2016,,NC
USC00314860,"LAURINBURG, NC US",34.750198,-79.466278,2017,,NC
USC00314860,"LAURINBURG, NC US",34.750198,-79.466278,2018,,NC
USC00314860,"LAURINBURG, NC US",34.750198,-79.466278,2019,,NC
USC00314860,"LAURINBURG, NC US",34.750198,-79.466278,2020,2347,NC
USC00314860,"LAURINBURG, NC US",34.750198,-79.466278,2021,2216,NC
USC00314938,"LENOIR, NC US",35.9147,-81.537399,2010,4016,NC
USC00314938,"LENOIR, NC US",35.9147,-81.537399,2011,3935,NC
USC00314938,"LENOIR, NC US",35.9147,-81.537399,2012,3037,NC
USC00314938,"LENOIR, NC US",35.9147,-81.537399,2013,3921,NC
USC00314938,"LENOIR, NC US",35.9147,-81.537399,2014,4074,NC
USC00314938,"LENOIR, NC US",35.9147,-81.537399,2015,4000,NC
USC00314938,"LENOIR, NC US",35.9147,-81.537399,2016,3334,NC
USC00314938,"LENOIR, NC US",35.9147,-81.537399,2017,3090,NC
USC00314938,"LENOIR, NC US",35.9147,-81.537399,2018,3951,NC
USC00314938,"LENOIR, NC US",35.9147,-81.537399,2019,3649,NC
